",",IMAGE,,BOX NO,SKU,,NOT SHOW,,link,COLOR,ok,AZMEER STATUS CHECK,Cetagory,live status, ,SELL PRICE,HUZIAF AUDIT,PRICE,TOTAL INSTOCK,1016,IN STOCK,COST,SHIPPING CHINA,TOTAL INR,FREIGHT,T.COST,SELL PRICE,TOTAL COST,2026798.78
,,ok,572,CS-200-Golden-39,,DN,ok,FIX,golden,39,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,572,CS-200-Golden-40,,DN,ok,FIX,golden,40,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,573,CS-013-cream-36,,DN ,ok,FIX,cream,36,ok,women slipper,Yes ,ok,473,20313,,,In Stock,,18,8,338,,338,473,,
,,ok,573,CS-013-cream-39,,DN ,ok,FIX,cream,39,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,573,CS-013-cream-40,,DN ,ok,FIX,cream,40,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,574,CS-011-black-36,,DN,ok,FIX,black,36,ok(add  size 39),women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,574,CS-011-black-36,,DN,ok,FIX,black,36,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,,574,CS-011-black-38,,DN,ok,FIX,black,38,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,575,CS-011-cream-38,,DN,ok,FIX,cream,38,not show,women slipper,Yes ,ok,473,22921,,,In Stock,,18,8,338,,338,473,,
,,ok,575,CS-011-cream-38,,DN,ok,FIX,cream,38,not show,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,575,CS-011-cream-38,,DN,ok,FIX,cream,38,not show,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,576,CS-013-black-36,,DN ,ok,FIX,black,36,ok(add  size 40),women slipper,Yes ,ok,473,20311-23129,,,In Stock,,18,8,338,,338,473,,
,,ok,576,CS-013-black-38,,DN ,ok,FIX,black,38,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,576,CS-013-black-39,,DN ,ok,FIX,black,39,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,577,CS-300-green-36,,DN,ok,FIX,green,36,ok,women slipper,Yes ,ok,473,,650,,In Stock,,18,8,338,,338,473,,
,,ok,577,CS-300-green-37,,DN,ok,FIX,green,37,ok,women slipper,Yes ,ok,473,,650,,In Stock,,18,8,338,,338,473,,
,,ok,577,CS-300-green-38,,DN,ok,FIX,green,38,ok,women slipper,Yes ,ok,473,,650,,In Stock,,18,8,338,,338,473,,
,,ok,578,CS-011-cream-36,,DN,ok,FIX,cream,36,ok,women slipper,Yes ,ok,473,21098-22204-22921,,,In Stock,,18,8,338,,338,473,,
,,ok,578,CS-011-cream-38,,DN,ok,FIX,cream,38,not show,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,578,CS-011-cream-38,,DN,ok,FIX,cream,38,not show,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,579,CS-300-Pink-36,,DN,ok,FIX,pink,36,ok(add size 40),women slipper,Yes ,ok,473,27047,650,,In Stock,,18,8,338,,338,473,,
,,ok,579,CS-300-Pink-37,,DN,ok,FIX,pink,37,ok,women slipper,Yes ,ok,473,,650,,In Stock,,18,8,338,,338,473,,
,,,579,CS-300,,,,FIX,pink,39,,women slipper,No ,,,,,,Sold Out,,,,,,,,,
,,ok,580,CS-020-cream-38,,DN,ok,FIX,cream,38,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,580,CS-020-cream-38,,DN,ok,FIX,cream,38,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,580,CS-020-cream-39,,DN,ok,FIX,cream,39,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,,581,CS-200-black-36,,DN,ok,FIX,black,38,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,,581,CS-200-black-36,,DN,ok,FIX,black,38,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,581,CS-200-black-36,,DN,ok,FIX,black,39,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,582,CS-300-Pink-36,,DN,ok,FIX,pink,36,ok,women slipper,Yes ,ok,473,27047,650,,In Stock,,18,8,338,,338,473,,
,,ok,582,CS-300-Pink-36,,DN,ok,FIX,pink,37,ok,women slipper,Yes ,ok,473,,650,,In Stock,,18,8,338,,338,473,,
,,ok,582,CS-300-Pink-37,,DN,ok,FIX,pink,37,ok,women slipper,Yes ,ok,473,,650,,In Stock,,18,8,338,,338,473,,
,,ok,583,CS-200-Silver-37,,DN ,ok,FIX,silver,39,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,583,CS-200-Silver-37,,DN ,ok,FIX,silver,38,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,583,CS-200-Silver-37,,DN ,ok,FIX,silver,40,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,584,CS-200-black-36,,DN,ok,FIX,black,36,ok,women slipper,Yes ,ok,473,26740,,,In Stock,,18,8,338,,338,473,,
,,ok,584,CS-200-black-36,,DN,ok,FIX,black,36,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,584,CS-200-black-37,,DN,ok,FIX,black,37,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,585,CS-009-black-37,,DN ,ok,FIX,black,37,ok(add size 36,women slipper,Yes ,ok,473,,450,,In Stock,,18,8,338,,338,473,,
,,ok,585,CS-009-black-39,,DN ,ok,FIX,black,39,ok,women slipper,Yes ,ok,473,,450,,In Stock,,18,8,338,,338,473,,
,,,585,CS-009-black-40,,DN ,ok,FIX,black,40,ok,women slipper,Yes ,ok,473,,450,,In Stock,,18,8,338,,338,473,,
,,ok,586, CS-015-white-36,,DN,ok,FIX,white,36,ok,women slipper,Yes ,ok,473,20389-20637-20785-21175,,,In Stock,,18,8,338,,338,473,,
,,ok,586,CS-015-white-38,,DN,ok,FIX,white,38,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,,586,CS-015-white-38,,DN,ok,FIX,white,38,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,587,CS-011-white-37,,DN,ok,FIX,white,37,ok,women slipper,Yes ,ok,473,20220-20245-20940-21031-21106-21876-23114-27175,,,In Stock,,18,8,338,,338,473,,
,,ok,587,CS-011-white-39,,DN,ok,FIX,white,39,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,587,CS-011-white-40,,DN,ok,FIX,white,40,40 is not show,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,588,CS-020-black-36,,DN,ok,FIX,black,36,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,,588,CS-020-black-38,,DN,ok,FIX,black,38,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,,588,CS-020-black-38,,DN,ok,FIX,black,38,ok, ,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,589,CS-020-cream-37,,DN,ok,FIX,cream,37,add size(36-38-40),women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,589,CS-020-cream-37,,DN,ok,FIX,cream,37,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,589,CS-020-cream-39,,DN,ok,FIX,cream,39,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,590,CS-200-Silver-37,,DN ,ok,FIX,silver,36,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,590,CS-200-Silver-37,,DN ,ok,FIX,silver,36,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,,590,CS-200-Silver-37,,DN ,ok,FIX,silver,38,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,,591,CS-011-white-36,,DN,ok,FIX,white,36,ok,women slipper,Yes ,ok,473,21098-22204,,,In Stock,,18,8,338,,338,473,,
,,ok,591,CS-011-white-39,,DN,ok,FIX,white,39,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,591,CS-011-white-40,,DN,ok,FIX,white,40,37 is not show ,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,592,CS-200-black-38,,DN,ok,FIX,black,38,38 is not show,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,592,CS-200-black-39,,DN,ok,FIX,black,39,39 is not show,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,592,CS-200-black-40,,DN,ok,FIX,black,40,40 is not show,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,593,CS-020-cream-37,,DN,ok,FIX,cream,37,ok(add size 36),women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,593,CS-020-cream-38,,DN,ok,FIX,cream,38,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,593,CS-020-cream-38,,DN,ok,FIX,cream,38,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,594,CS-200-Silver-37,,DN ,ok,FIX,silver,36,ok,women slipper,Yes ,ok,473,26740,,,In Stock,,18,8,338,,338,473,,
,,ok,594,CS-200-Silver-37,,DN ,ok,FIX,silver,37,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,594,CS-200-Silver-37,,DN ,ok,FIX,silver,39,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,595,CS-020-black-37,,DN,ok,FIX,black,37,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,595,CS-020-black-37,,DN,ok,FIX,black,37,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,595,CS-020-black-40,,DN,ok,FIX,black,40,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,596,CS-200-golden-37,,DN,ok,FIX,golden,37,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,596,CS-200-golden-37,,DN,ok,FIX,golden,37,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,596,CS-200-golden-37,,DN,ok,FIX,golden,37,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,597,CS-009-black-38,,DN ,ok,FIX,black,38,ok(add size 40),women slipper,Yes ,ok,473,,450,,In Stock,,18,8,338,,338,473,,
,,ok,597,CS-009-black-38,,DN ,ok,FIX,black,38,ok,women slipper,Yes ,ok,473,,450,,In Stock,,18,8,338,,338,473,,
,,ok,597,CS-009-black-39,,DN ,ok,FIX,black,39,ok,women slipper,Yes ,ok,473,,450,,In Stock,,18,8,338,,338,473,,
,,ok,598,CS-020-cream-36,,DN,ok,FIX,cream,36,ok(add size37-38),women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,598,CS-020-cream-36,,DN,ok,FIX,cream,36,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,598,CS-020-cream-40,,DN,ok,FIX,cream,40,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,599,CS-009-black-36,,DN ,ok,FIX,black,36,ok,women slipper,Yes ,ok,473,,450,,In Stock,,18,8,338,,338,473,,
,,ok,599,CS-009-black-36,,DN ,ok,FIX,black,36,ok,women slipper,Yes ,ok,473,,450,,In Stock,,18,8,338,,338,473,,
,,ok,599,CS-009-black-37,,DN ,ok,FIX,black,37,ok,women slipper,Yes ,ok,473,,450,,In Stock,,18,8,338,,338,473,,
,,ok,600,CS-300-red-36,,DN,ok,FIX,red,36,ok(add size 40),women slipper,Yes ,ok,473,,650,,In Stock,,18,8,338,,338,473,,
,,ok,600,CS-300-red-36,,DN,ok,FIX,red,36,ok,women slipper,Yes ,ok,473,,650,,In Stock,,18,8,338,,338,473,,
,,ok,600,CS-300-red-38,,DN,ok,FIX,red,38,ok,women slipper,Yes ,ok,473,,650,,In Stock,,18,8,338,,338,473,,
,,,601,CS-200-black-37,,DN,ok,FIX,black,37,ok,women slipper,Yes ,ok,473,26740,,,In Stock,,18,8,338,,338,473,,
,,ok,601,CS-200-black-37,,DN,ok,FIX,black,37,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ok,601,CS-200-black-38,,DN,ok,FIX,black,38,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,602,CS-021-black-36,,DN,ok,FIX,black,36,ok(add size 39-40),women slipper,Yes ,ok,473,,399,,In Stock,,18,8,338,,338,473,,
,,ok,602,CS-021-black-37,,DN,ok,FIX,black,37,ok,women slipper,Yes ,ok,473,,399,,In Stock,,18,8,338,,338,473,,
,,ok,602,CS-021-black-38,,DN,ok,FIX,black,38,ok,women slipper,Yes ,ok,473,,399,,In Stock,,18,8,338,,338,473,,
,,ok,603, CS-015-black-36,,DN,ok,FIX,black,36,ok,women slipper,,ok,473,20223-20224-20260-20387-20478-20511-20661-20992-21000-21022-21175-27175,,,In Stock,,18,8,338,,338,473,,
,,ok,603, CS-015-black-37,,DN,ok,FIX,black,37,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,,603, CS-015-black-38,,DN,ok,FIX,black,38,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,604, CS-015-white-36,,DN,ok,FIX,white,36,ok,women slipper,Yes ,ok,473,20389-20637-20785-20971-20977-22673-27182,,,In Stock,,18,8,338,,338,473,,
,,ok,604,CS-015-white-38,,DN,ok,FIX,white,38,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,604,CS-015-white-37,,DN,ok,FIX,white,37,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,605,CS-012-pink-37,,DN,ok,FIX,pink,37,ok,women slipper,Yes ,ok,473,22673-23045-,,,In Stock,,18,8,338,,338,473,,
,,ok,605,CS-012-pink-38,,DN,ok,FIX,pink,38,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,,606,CS-013-cream-37,,DN ,ok,FIX,cream,37,ok(add size 36-39-40),women slipper,Yes ,ok,473,22921-23169-23238,,,In Stock,,18,8,338,,338,473,,
,,ok,606,CS-013-cream-38,,DN ,ok,FIX,cream,38,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,607,CS-200-Golden-36,,DN,ok,FIX,golden,36,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,607,CS-200-Golden-37,,DN,ok,FIX,golden,37,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,608,CS-020-cream-39,,DN,ok,FIX,cream,39,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,608,CS-020-cream-39,,DN,ok,FIX,cream,39,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,608,CS-020-cream-40,,DN,ok,FIX,cream,40,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,609,CS-300-Pink-37,,DN,ok,FIX,pink,37,ok(add size 36),women slipper,Yes ,ok,473,27047,650,,In Stock,,18,8,338,,338,473,,
,,,609,CS-300,,,,FIX,pink,39,,women slipper,Yes ,,,,,,Sold Out,,,,,,,,,
,,ok,610,CS-011-white-36,,DN,ok,FIX,white,36,ok(add size 39),women slipper,Yes ,ok,473,20940-21031-21098-21876-22204-27175,,,In Stock,,18,8,338,,338,473,,
,,ok,610,CS-011-white-36,,DN,ok,FIX,white,36,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,610,CS-011-white-37,,DN,ok,FIX,white,37,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,611,CS-015-white-38,,DN,ok,FIX,white,38,ok,women slipper,Yes ,ok,473,20953-229673-24999-26748,,,In Stock,,18,8,338,,338,473,,
,,ok,611,CS-015-white-39,,DN,ok,FIX,white,39,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,ok,611,CS-015-white-40,,DN,ok,FIX,white,40,ok,women slipper,Yes ,ok,473,,,,In Stock,,18,8,338,,338,473,,
,,,612,,,,,Not Live ,brown,40,,replica,,replica,6950, ,,,In Stock,,220,8,2964,2000,4964,6950,,
,,,613,,,,,Not Live ,silver,38,,replica,,replica,8042,,,,In Stock,,280,8,3744,2000,5744,8042,,
,,,614,,,,,NV,mehroon,39,,replica,,replica,8042,,,G missing Out,In Stock,,280,8,3744,2000,5744,8042,,
,,,615,,,,,Not Live ,black,41,,replica,,replica,7132,,,G missing Out,In Stock,,230,8,3094,2000,5094,7132,,
,,,616,,,,,Not Live ,gray,40,,replica,,replica,7132,,,,In Stock,,230,8,3094,2000,5094,7132,,
,,,617,,,,,Not Live , ,40,,replica,,replica,7132,,,,Sold Out,,230,8,3094,2000,5094,7132,,
,,ok,618,,,,,Not Live ,black,41,,replica,,replica,7132,,,,In Stock,,230,8,3094,2000,5094,7132,,
,,,619,,,,,Not Live ,white,44,,replica,,replica,8042,,,,In Stock,,280,8,3744,2000,5744,8042,,
,,ok,620,,,,,Not Live ,white,42,,replica,,replica,8042,,,,In Stock,,280,8,3744,2000,5744,8042,,
,,ok,621,JH-001-BLACK-42,Done ,DN,,LIVE,black,43,not show,replica,,ok,6950,,,,In Stock,,220,8,2964,2000,4964,6950,,
,,ok,622,SK0992US-yellow-41,Done ,DN,ok,LIVE,yellow,41,not show,semi formal,Yes ,ok,3555,,,,In Stock,,95,8,1339,1200,2539,3555,,
,,,623,JNL-001-BROWN-43,Done ,DN,ok,,brown,43,ok,formal,,OK,2372,,,leather,Damage SOLD OUT,,30,8,494,1200,1694,2372,,
,,ok,624,SK0994US-camel-44,Done ,DN,ok,FIX,white,44,ok,semi formal,Yes ,ok,3373,,3750,,In Stock,,85,8,1209,1200,2409,3373,,
,Sunny Sir,,625,,,,,,gray,41,,replica,,,,,not show,SUNNY,Sold Out,,,,,,,,,
,,,626,JH-002-BLACK-41,Done ,DN,,Live ,black,41,not show,replica,,ok,3373,,,,In Stock,,85,8,1209,1200,2409,3373,,
,,ok,627,,,,,Not Live ,brown,40,,replica,,replica,8770,,,,In Stock,,320,8,4264,2000,6264,8770,,
,,,628,,,,,ok,blue,43,,replica,sold out sent to sai darshana,,,,not show,,Sold Out,,,,,,,,,
,,ok,629,,,,,Not Live ,brown,43,,replica,,replica,8770,,,,In Stock,,320,8,4264,2000,6264,8770,,
  ,,ok,630,,,,,Not Live ,blue,42,,replica,,replica,5785,,,,In Stock,,156,8,2132,2000,4132,5785,,
,,,631,,,,,Not Live ,gray,43,,replica,,replica,7314,,,,Sold Out,,240,8,3224,2000,5224,7314,,
,Sunny Sir using it,,632,,,,,,black,41,,replica,,,,,not show,SUNNY,Sold Out,,,,,,,,,
,,ok,633,,,,,Not Live ,black,44,,replica,,replica,7314,,,,In Stock,,240,8,3224,2000,5224,7314,,
,,ok,634,,,,,Not Live ,beige,44,,replica,,replica,5676,,,,In Stock,,150,8,2054,2000,4054,5676,,
,,ok,635,,,,,Not Live ,black,44,,replica,,replica,8770,,,,In Stock,,320,8,4264,2000,6264,8770,,
,,ok,636,YTY-002-black-45,Done ,DN ,ok,FIX,black,45,ok,sneaker,No ,ok,3300,,,,In Stock,,81,8,1157,1200,2357,3300,,
,,ok,637,,,,,Not Live ,brown,40,,replica,,replica,7496,,,,In Stock,,250,8,3354,2000,5354,7496,,
,,ok,638,,,,,Not Live ,brown,41,,replica,,replica,7496,,,,In Stock,,250,8,3354,2000,5354,7496,,
,,,639,,,,,Not Live ,white,42,,replica,,replica,7496,,,,In Stock,,250,8,3354,2000,5354,7496,,
,,ok,640,SK0993US-white-41,Done ,DN ,ok,FIX,white,41,ok,sneaker,Yes ,ok,3555,,2600,,In Stock,,95,8,1339,1200,2539,3555,,
,,,641,,,,,,black,42,,replica,,replica,8770,,,,Sold Out,,320,8,4264,2000,6264,8770,,
,,,642,,,,,,,,,CHECK,,,,,NOT SHOW,,Sold Out,,,,,,,,,
,,,643,,,,,ok,black,41,,replica,,replica,9316,,,,Sold Out,SUNNY SIR USE,350,8,4654,2000,6654,9316,,
,,ok,644,,,,,,white,42,,replica,,replica,10772,,,,In Stock,,430,8,5694,2000,7694,10772,,
,,,645,,,,,ok,red,40,,replica,,replica,,,NOT SHOW,,Sold Out,,,,,,,,,
,,,646,,,,,ok,beige,40,,replica,,replica,9498,,,,In Stock,,360,8,4784,2000,6784,9498,,
,,,647,,,,,wrong,black,42,,replica,,replica,10044,,,,In Stock,,390,8,5174,2000,7174,10044,,
,,,648,YTY-001-black white-41,,,,FIX,black white,41,,sneaker,Yes ,,,,NOT SHOW,DISPATCH,Sold Out,,,,,,,,,
,,,649,A29,,,ok,FIX,white,44,,loafers,Yes ,ok,,22095-22553-22609-22962-22978-23057-23125-23604-23943-24331-24552-24586-24763-24772-24778-24855-25393-25525-26639-26690-26724,1800,,Sold Out,,35,,455,,,,,
,,ok,650,C98,Not Show ,DN,ok,FIX,black,41,ok,loafers,Yes ,ok,2463,,,,In Stock,,35,8,559,1200,1759,2463,,
,,,651,GX01200,,,,,beige no hollow,41,,loafers,Yes ,,,21194-21539-21763,NOT SHOW,,Sold Out,,,,,,,,,
,,ok,652,,,,,wrong,black,43,,replica,,replica,8406,,,,In Stock,,300,8,4004,2000,6004,8406,,
,,ok,653,,,,,ok,blue,42,,replica,,replica,6950,,,,In Stock,,220,8,2964,2000,4964,6950,,
,,,654,,,,,ok,black,43,,replica,,replica,6950,,,,In Stock,,220,8,2964,2000,4964,6950,,
,,,655,,,,,ok,golden,belt,,replica,,replica,5312,,,,Sold Out,,130,8,1794,2000,3794,5312,,
,,,656,,,,,,brown,BAG,,replica,,replica,8406,,,,In Stock,,300,8,4004,2000,6004,8406,,
,,,567,butterfly belt,,,,ok,black,belt,,replica,,replica,6404,,,,In Stock,,190,8,2574,2000,4574,6404,,
,,,658,,,,,ok,brown,belt,,replica,,replica,6222,,,,In Stock,,180,8,2444,2000,4444,6222,,
,,,659,,,,,ok,orange,belt,,replica,,replica,5676,,,,In Stock,,150,8,2054,2000,4054,5676,,
,,,660,,,,,ok,black,belt,,replica,,replica,,,,,Sold Out,,,,0,,,,,
,,,661,,,,,ok,black,belt,,replica,,replica,5676,,,,In Stock,,150,8,2054,2000,4054,5676,,
,,,662,,,,,,,,,,,,,,out of stock,,Sold Out,,,,,,,,,
,,,663,,,,,ok,black gray,belt,,replica,,replica,5676,,,,In Stock,,150,8,2054,2000,4054,5676,,
,,,664,,,,,,,,,,,,,,,,,,,,,,,,,
,,,665,,,,,,,,,,,,,,,,,,,,,,,,,
,,,666,,,,,,,,,,,,,,,,,,,,,,,,,
,,,667,,,,,,,,,,,,,,,,,,,,,,,,,
,,,668,,,,,,,,,,,,,,,,,,,,,,,,,
,,,669,JH-003-Golden ,Done ,DN,ok,Live ,gold,glasees,,glasees,,ok,2491,,1599,,In Stock,,75,8,1079,700,1779,2491,,
,,,670,A36,Done ,DN,ok,FIX,khaki,39,ok(add size 40),loafers,Yes ,ok,2463,,1785,,Damage SOLD OUT,,35,8,559,1200,1759,2463,,
,  ,,671,,,,,,,,,,,,,,,,,,,,,,,,,
,,,672,1765614-black-M,Done ,DN,ok,FIX,black red,M,ok,Jacket,Yes ,ok,3373,,,,In Stock,,85,8,1209,1200,2409,3373,,
,,,673,N,,,,,pink ,S,not show,Tshirt ,,no,3373,,,,In Stock,,85,8,1209,1200,2409,3373,,
,Damage ,,674,N,,,Damage ,,black,M,,Jacket,Damage ,no,3282,,,,In Stock,,80,8,1144,1200,2344,3282,,
,Damage ,,675,N,,,Damage ,,Brown ,M,,Jacket,Damage ,no,3191,,,,Sold Out,,75,8,1079,1200,2279,3191,,
,,,676,Blz-001,Done ,DN ,ok,,Cream ,L,ok,Blazer,,ok,3191,,,,In Stock,,75,8,1079,1200,2279,3191,,
,Damage ,,677,N,,,Damage ,,Brown ,L,,Jacket,Damage ,no,3464,,,,In Stock,,90,8,1274,1200,2474,3464,,
,,,678,Blz-002,Done ,DN ,ok,,Red ,L,ok,Jacket,,ok,3373,,,,In Stock,,85,8,1209,1200,2409,3373,,
,,,679,Blz-003,Done ,DN ,ok,,White ,M,ok,Sweater ,,ok,3373,,,,In Stock,,85,8,1209,1200,2409,3373,,
,,,680,Blz-003,Done ,DN,ok,,Silver ,M,ok,Sweater ,,ok,3373,,,,In Stock,,85,8,1209,1200,2409,3373,,
,,,681,Blz-004,Done ,DN,ok,,Black,L,ok,Jacket ,,ok,3373,,,,In Stock,,85,8,1209,1200,2409,3373,,
,,,682,Blz-005,Done ,DN,ok,,Wine Red ,L,ok,Jacket ,,ok,3373,,,,In Stock,,85,8,1209,1200,2409,3373,,
,,,684,Blz-007,Done ,DN ,ok,,Black ,M,,Jacket ,,ok,3373,,,DAMGE,Sold Out,,85,8,1209,1200,2409,3373,,
,,,685,Blz-003,Done ,DN ,ok,,White ,M,ok,Sweater ,,ok,3373,,,,In Stock,,85,8,1209,1200,2409,3373,,
,,,683,Blz-006,Done ,DN ,ok,,Black,XXXL,,Jacket ,,ok,3373,,,DAMAGE,Sold Out,,85,8,1209,1200,2409,3373,,
,Damage ,,686,,,,Damage ,,Black ,L,,Jacket ,Damage ,no,3282,,,,Sold Out,,80,8,1144,1200,2344,3282,,
,Damage ,,687,,,,Damage ,,Black ,L,,Jacket ,Damage ,no,3282,,,,Sold Out,,80,8,1144,1200,2344,3282,,
,Damage ,,688,,,,Damage ,,Black ,L,,Jacket ,Damage ,no,3282,,,,Sold Out,,80,8,1144,1200,2344,3282,,
,,,689,Blz-002,Done ,DN ,ok,,Brown ,L,ok,Jacket ,,no,3282,,,,In Stock,,80,8,1144,1200,2344,3282,,
,Damage ,,690,,,,Damage ,,Black,M,,Jacket ,Damage ,no,3282,,,,Sold Out,,80,8,1144,1200,2344,3282,,
,,,691,Blz-005,Done ,DN,ok,,Wine Red ,XL,,Jacket ,,no,3282,,,,Sold Out,,80,8,1144,1200,2344,3282,,
,,,692,Blz-001,Done ,DN ,ok,,Black ,3XL,ok,Blazer ,,no,3282,,,,In Stock,,80,8,1144,1200,2344,3282,,
,,,693,,,,,,Black ,XL,,jacket ,,no,3282,,,,In Stock,,80,8,1144,1200,2344,3282,,
,,,694,,,,,,Blue ,Xl,,Jeans pant ,,no,3282,,,,In Stock,,80,8,1144,1200,2344,3282,,
,,,695,,,,,,Brown ,M,,Shirt ,,no,3282,,,,In Stock,,80,8,1144,1200,2344,3282,,
